image,order-num,price,product-link,product-name,rate-num,rate-percent,sku,store-link,store-name,unit
https://ae01.alicdn.com/kf/HTB1ljstMXXXXXcpXpXXq6xXFXXXB/2015-New-Fashion-Floral-Print-Women-Dress-Autumn-Winter-Casual-Long-Sleeve-Dresses-Plus-Size-Dress.jpg,19301,US $14.87 - 17.14,"www.aliexpress.com/item/2015-New-Fashion-Floral-Print-Women-Dress-Autumn-Winter-Casual-Long-Sleeve-Dresses-Plus-Size-Dress/32446069992.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-0&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",BONGOR LUSS Plus Size Women Clothing Spring Fashion Flower Print Women Dress Ladies Long Sleeve Casual Autumn Dresses Vestidos,9214,4.7,20 Colors Available,www.aliexpress.com/store/602424,BONGOR LUSS Official Store,piece
https://ae01.alicdn.com/kf/HTB1_CZxPFXXXXbfXXXXq6xXFXXXC/New-Women-Lace-Dresses-Casual-Long-Black-Short-Sleeve-O-Neck-See-Through-Beach-Wear-H54.jpg,12979,US $3.96 - 4.03,"www.aliexpress.com/item/New-Women-Lace-Dresses-Casual-Long-Black-Short-Sleeve-O-Neck-See-Through-Beach-Wear-H54/32648054428.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-1&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",New Women Lace Dress Casual Long Black Short Sleeve O Neck See Through Beach Wear Dresses B4,10318,4.8,2 Colors Available,www.aliexpress.com/store/2069017,Smile Win the World 2016,piece
https://ae01.alicdn.com/kf/HTB1xPPcMVXXXXc5XFXXq6xXFXXXP/Yifan-2016-New-Fashion-Casual-Women-Summer-Dress-Elegant-Ladies-Sexy-Solid-Color-Short-Sleeve-Office.jpg,12164,US $6.16 - 6.61,"www.aliexpress.com/item/Yifan-2016-New-Fashion-Casual-Women-Summer-Dress-Elegant-Ladies-Sexy-Solid-Color-Short-Sleeve-Office/32719512603.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-2&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",2017 New Fashion Casual Summer Autumn Women Dress Elegant Ladies Sexy Solid Color Short Sleeve Office Dresses Female Vestidos,2208,4.7,3 Colors Available,www.aliexpress.com/store/2214104,ShenZhen Yifan Store,piece
https://ae01.alicdn.com/kf/HTB1lOlqOVXXXXazapXXq6xXFXXXd/Fashion-Women-Floral-Lace-Dress-Short-Sleeve-Summer-Party-Casual-Mini-Dress.jpg,11342,US $6.28 - 7.04,"www.aliexpress.com/item/Fashion-Women-Floral-Lace-Dress-Short-Sleeve-Summer-Party-Casual-Mini-Dress/32654352610.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-3&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",Women Floral Lace Dresses Short Sleeve Party Casual Color Blue Red Black Mini Dress,9339,4.7,3 Colors Available,www.aliexpress.com/store/2139223,Small Fly Elephant,piece
https://ae01.alicdn.com/kf/HTB1jzp9NXXXXXaLXXXXq6xXFXXX2/2015-Explosions-Leisure-Vintage-Dresses-Autumn-Fall-Women-Plaid-Check-Print-Spring-Casual-Shirt-Dress-Mini.jpg,10599,US $9.49 - 10.44,"www.aliexpress.com/item/2015-Explosions-Leisure-Vintage-Dresses-Autumn-Fall-Women-Plaid-Check-Print-Spring-Casual-Shirt-Dress-Mini/32559190185.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-4&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",2015  Explosions Leisure Vintage Dresses Autumn Fall Women Plaid Check Print Spring Casual Shirt Dress Mini Q0035,9863,4.7,3 Colors Available,www.aliexpress.com/store/620039,Smile Fish Fashion (Offer Drop Shipping),piece
https://ae01.alicdn.com/kf/HTB12HwDJXXXXXb2XXXXq6xXFXXXU/Fashion-Women-Sexy-Backless-Basic-Dresses-Sleeveless-Slim-Vestidos-Vest-Tanks-Bodycon-Dress-Strap-Solid-Party.jpg,10291,US $4.04 - 4.49,"www.aliexpress.com/item/Fashion-Women-Sexy-Backless-Basic-Dresses-Sleeveless-Slim-Vestidos-Vest-Tanks-Bodycon-Dress-Strap-Solid-Party/32243075158.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-5&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",Fashion Women Sexy Backless Basic Dresses Sleeveless Slim Vestidos Vest Tanks Bodycon Dress Strap Solid Party Dress NQ657420,4726,4.8,7 Colors Available,www.aliexpress.com/store/1026163,Lucky Star Shop ^_^,piece
https://ae01.alicdn.com/kf/HTB1PyqrOpXXXXadXFXXq6xXFXXX2/2016-Fashion-one-shoulder-Blue-striped-women-shirt-dress-Sexy-side-split-Elegant-half-sleeve-waistband.jpg,10232,US $8.27,"www.aliexpress.com/item/2016-Fashion-one-shoulder-Blue-striped-women-shirt-dress-Sexy-side-split-Elegant-half-sleeve-waistband/32717728328.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-6&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",2017 Fashion one shoulder Blue striped women shirt dress Sexy side split Elegant half sleeve waistband Casual beach dresses,2629,4.8,,www.aliexpress.com/store/2227048,MOARCHO MOARCHO Store,piece
https://ae01.alicdn.com/kf/HTB1hZKLPpXXXXcLaXXXq6xXFXXXB/S-XL-Warm-Lace-Patchwork-Women-Dress-O-Neck-Casual-Bodycon-Party-dresses-With-Tassel-Plus.jpg,10111,US $9.20,"www.aliexpress.com/item/S-XL-Warm-Lace-Patchwork-Women-Dress-O-Neck-Casual-Bodycon-Party-dresses-With-Tassel-Plus/32560204129.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-7&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",Kaywide Lace Patchwork Women Dress O Neck Casual Bodycon Party dresses With Tassel  Plus Size Long Sleeve Ladis Dress Vestidos,4267,4.8,4 Colors Available,www.aliexpress.com/store/424562,KAYWIDE Authority store,piece
https://ae01.alicdn.com/kf/HTB1aWW2NFXXXXc3XFXXq6xXFXXXt/Women-s-Sexy-Slim-Fashion-Europe-Style-High-Neck-Clubwear-Night-Wear-Bodycon-Wrap-Dresses-KH950173.jpg,9613,US $6.34 - 7.37,"www.aliexpress.com/item/Women-s-Sexy-Slim-Fashion-Europe-Style-High-Neck-Clubwear-Night-Wear-Bodycon-Wrap-Dresses-KH950173/32319870544.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-8&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",Women's Sexy Slim Fashion Europe Style High Neck Clubwear Night Wear Bodycon Dresses 8 Colors KH950173,8713,4.8,11 Colors Available,www.aliexpress.com/store/539815,Fashion Value Store,piece
https://ae01.alicdn.com/kf/HTB1opN8KVXXXXbhXXXXq6xXFXXXs/Women-Fashion-Little-Black-Dress-New-2015-Autumn-Sexy-Casual-Vestidos-Long-Sleeve-Bandage-Short-Dress.jpg,9553,US $8.45,"www.aliexpress.com/item/Women-Fashion-Little-Black-Dress-New-2015-Autumn-Sexy-Casual-Vestidos-Long-Sleeve-Bandage-Short-Dress/32614437832.html?ws_ab_test=searchweb0_0,searchweb201602_1_10152_10066_10151_10065_10068_10136_10137_10138_10060_10062_10141_10056_10055_10054_10059_10099_10103_10102_10096_10148_10147_10052_10053_10050_10107_10142_10051_10143_10084_10083_10119_10080_10082_10081_10110_10111_10112_10113_10114_130_10078_10079_10073_10070_10123_10120_10124,searchweb201603_1,afswitch_1_afChannel,ppcSwitch_4&btsid=3393a979-f76c-46e2-a256-a14b0ede6c09&algo_expid=0b54093b-07c0-46e5-bbba-886606367009-9&algo_pvid=0b54093b-07c0-46e5-bbba-886606367009",New 2016  Women Summer Autumn Sexy Casual dress Fashion elegent  Black Dress Vestidos Long Sleeve Dress,4886,4.8,,www.aliexpress.com/store/1760101,EIFER EIFER Store,piece
